surname,caste,confidence
KOSARAJU,Kamma,high
KOSURI,Kamma,medium
KOSURU,Kamma,medium
KOTA,Kapu,high
KOTAGIRI,Kapu,medium
KOTAPAATI,Kamma,medium
KOTAPATI,Kamma,high
KOTAPROLU,Kamma,medium
KOTARI,Kamma,high
KOTARU,Kamma,medium
KOTHA,Kapu,medium
KOTHAKOTA,Other,low
KOTHALANKA,Kamma,medium
KOTHAMANU,Kamma,medium
KOTHAMASU,Kamma,medium
KOTHAPALLI,Kamma,medium
KOTHAPALLY,Kapu,medium
KOTHARI,Vysya,high
KOTHURI,Kamma,medium
KOTIPALLI,Kamma,medium
KOTIREDDY,Reddy,high
KOTLA,Kapu,medium
KOTLAPATI,Kamma,high
KOTRA,Kamma,medium
KOTTA,Kapu,medium
KOTTAKOTA,Kapu,medium
KOTTALA,Kapu,medium
KOTTAM,Kamma,medium
KOTTAMASU,Kamma,medium
KOTTAPALLI,Kamma,medium
KOTTE,Kapu,medium
KOTTHAMASU,Kamma,medium
KOTTHAPALLI,Kamma,low
KOTTI,Kamma,medium
KOTTURU,Kamma,medium
KOTU,Kapu,medium
KOVELAMPATI,Kamma,high
KOVELAMUDI,Kamma,medium
KOVELMUDI,Kamma,low
KOVI,Kamma,medium
KOVURI,Kamma,medium
KOVURU,Kamma,medium
KOVVURI,Kamma,high
KOWTARAPU,Kamma,medium
KOWTHAVARAPU,Kamma,high
KOYA,ST,high
KOYE,Kapu,low
KOYI,Kapu,medium
KOYYA,Kamma,high
KOYYAGURA,Kapu,medium
KOYYANI,Kamma,medium
KRAPA,Kapu,medium
KRISHNAMANENI,Kamma,low
KRISHNAMURTHY,Brahmin,high
KRISTIPATI,Reddy,high
KROSURI,Kamma,medium
KROTHAPALLI,Kamma,medium
KROVIDI,Kamma,medium
KUCHIBHOTLA,Kapu,medium
KUCHIPUDI,Kamma,high
KUDARAVALLI,Kamma,medium
KUDITHIPUDI,Kamma,low
KUDITIPUDI,Kamma,low
KUKATLA,Kapu,medium
KUKATLAPALLI,Kamma,low
KUKATLPALLI,Kamma,low
KUKATPALLI,Kamma,low
KUKKADAPU,Kamma,medium
KUKKALA,Kapu,medium
KUKKAMALLA,Kamma,medium
KUKKAPALLI,Kamma,medium
KUMBA,Kamma,medium
KUMBHAM,Kamma,medium
KUNADARAJU,Kapu,low
KUNADHARAJU,Kshatriya,medium
KUNAM,Kamma,medium
KUNAMNENI,Kamma,low
KUNAPANENI,Kamma,low
KUNAPARAJU,Kamma,medium
KUNAPAREDDY,Reddy,high
KUNCHA,Kapu,medium
KUNCHAKARLA,Kamma,medium
KUNCHALA,Kamma,medium
KUNCHAM,Kamma,medium
KUNCHE,Kamma,medium
KUNDALA,Kamma,medium
KUNDETI,Brahmin,medium
KUNDLA,Kamma,medium
KUNDU,Other,low
KUNDULA,Kapu,medium
KUNDURTHI,Brahmin,medium
KUNDURU,Kamma,high
KUNISETTY,Vysya,high
KUNKALAGUNTLA,Kamma,medium
KUNKU,Kapu,medium
KUNNERLA,Kamma,medium
KUNNURU,Kamma,medium
KUNTAMUKKALA,Kamma,medium
KUPPALA,Kapu,medium
KUPPANABOINA,Kamma,medium
KURAGANTI,Kamma,medium
KURAGAYALA,Kamma,medium
KURAKULA,Kapu,medium
KURALLA,Kapu,medium
KURAMBOYINA,Kamma,medium
KURAMGANTI,Kamma,medium
KURAPAATI,Kamma,medium
KURAPATI,Kamma,medium
KURCHETI,Kamma,medium
KURELLA,Kamma,medium
KURICHETI,Vysya,high
KURIKUTI,Kamma,medium
KURITIPUDI,Kamma,low
KURMA,SC,medium
KURMALA,Kapu,medium
KURRA,Kapu,high
KURRE,Kapu,medium
KURUBA,Other,medium
KURUGANTI,Kamma,medium
KURUKUMALLI,Kamma,medium
KURUKURI,Kamma,medium
KURUMOJU,Kamma,medium
KUSAM,Kapu,medium
KUTUKUPPALA,Kamma,medium
LAAMU,Kamma,medium
LAAVU,Kamma,medium
LAGADAPATI,Kamma,medium
LAGULAPATI,Kamma,medium
LAKAPUTI,Kamma,medium
LAKKALA,Kamma,medium
LAKKAMASANI,Kamma,medium
LAKKAMRAJU,Kamma,medium
LAKKARAJU,Kamma,medium
LAKKIMSETTI,Vysya,high
LAKKIMSETTY,Vysya,high
LAKKIREDDY,Reddy,high
LAKKOJU,Kamma,medium
LALAJI,Vysya,high
LAM,Kamma,low
LAMBU,Kamma,medium
LANKA,Kamma,high
LANKAA,Kamma,medium
LANKALAPALLI,Kamma,low
LANKAPALLI,Kamma,medium
LANKASANI,Kamma,medium
LANKE,Kapu,medium
LANKIPALLE,Kamma,high
LANKIREDDY,Reddy,high
LASKPURAMU,Kamma,medium
LAVAPURAMU,Kamma,medium
LAVU,Kamma,medium
LEKKALA,SC,medium
LEKKALAPUDI,Kamma,medium
LEKKHALA,Kamma,medium
LELLA,Kamma,medium
LELLAA,Kamma,medium
LIBBA,Kamma,medium
LINAGAMANENI,Kamma,low
LINGAA,Kamma,medium
LINGAM,Kapu,low
LINGAMA,Kamma,medium
LINGAMA SETTY,Vysya,medium
LINGAMALLU,Kamma,medium
LINGAMANENI,Kamma,medium
LINGAMGUNTA,Kamma,medium
LINGAMNENI,Kamma,medium
LINGAMSETTI,Vysya,high
LINGAMSETTY,Vysya,high
LINGANNA,Kamma,high
LINGINENI,Kamma,medium
LINGUTLA,Kamma,medium
LOLLA,Kapu,medium
LUKULAMU,Kamma,medium
MA DDELA,Other,low
MAACHIRAJU,Kamma,medium
MAADAA,Kamma,medium
MAADALA,Kamma,medium
MAADHALA,Kamma,medium
MAADHINIDI,Kamma,medium
MAADINENI,Kamma,medium
MAAGALA,Kamma,medium
MAAKAMPATTI,Kamma,medium
MAAKAMU,Kamma,medium
MAALAMPATI,Kamma,medium
MAALAPATI,Kamma,medium
MAALEMPALLI,Kamma,medium
MAALEMPATI,Kamma,medium
MAAMILLA,Kamma,medium
MAAMILLAPALLI,Kamma,medium
MAAMILLAPELLI,Kamma,medium
MAANA,Kamma,medium
MAANAM,Kamma,medium
MAANAMU,Kamma,medium
MAANENI,Kamma,medium
MAANI,Kamma,medium
MAANIKONDA,Kamma,medium
MAANINA,Kamma,medium
MAANINENI,Kamma,medium
MAANIPALLI,Kamma,medium
MAANUKONDA,Kamma,medium
MAARANENI,Kamma,medium
MAARAPATI,Kamma,medium
MAARATHI,Kamma,medium
MAARAVATHI,Kamma,medium
MAARELLA,Kamma,medium
MAARELLI,Kamma,medium
MAARILLA,Kamma,medium
MAARINA,Kamma,medium
MAARNI,Kamma,medium
MAAROUTHO,Kamma,medium
MAARUKONDA,Kamma,medium
MAARUPOODI,Kamma,medium
MAARUPUDI,Kamma,medium
MAASAARAPU,Kamma,medium
MAASARCHA,Kamma,medium
MAASINENI,Kamma,medium
MAASINNI,Kamma,medium
MAAVALLAPALLI,Kamma,medium
MAAVILLA,Kamma,medium
MAAVILLAPALLI,Kamma,medium
MAAVULURU,Kamma,medium
MAAVURU,Kamma,medium
MACCHA,Kapu,medium
MACHANI,Kamma,medium
MACHARLA,Kamma,medium
MACHAVARAPU,Kamma,high
MACHAVARUPU,Kamma,medium
MACHHALA,SC,medium
MACHIKALAPUDI,Kamma,low
MACHINA,Kamma,medium
MACHINEELLA,Kamma,medium
MACHINENI,Kamma,medium
MADA,Kapu,medium
MADADHAPU,Kapu,medium
MADAGOUNI,Other,high
MADALA,SC,high
MADALAPALLI,Kamma,low
MADAMA,Kamma,medium
MADAMANCHI,Kamma,medium
MADAMANETI,Kamma,medium
MADAMSETTI,Vysya,high
MADAMSETTY,Vysya,high
MADANA,Kapu,low
MADAPATI,Kamma,medium
MADASU,Kapu,medium
MADAVARAPU,Kamma,high
MADDALA,Kapu,medium
MADDALI,Kamma,medium
MADDAMASETTI,Vysya,high
MADDENA,Kamma,medium
MADDENENI,Kamma,low
MADDI,Kapu,medium
MADDINA,Kamma,medium
MADDINAPUDI,Kamma,medium
MADDINEDI,Kamma,medium
MADDINENI,Kamma,high
MADDINIDI,Kamma,medium
MADDINNI,Kamma,medium
MADDIPATI,Kamma,medium
MADDIPATLA,Kamma,medium
MADDIPOTU,Kamma,medium
MADDIRALA,Kamma,medium
MADDIREDDY,Reddy,high
MADDU,Kapu,medium
MADDUKURI,Kamma,medium
MADDULA,Kapu,medium
MADDURI,Kamma,medium
MADEPALLI,Kamma,high
MADHALA,Kapu,medium
MADHAM,Vysya,medium
MADHAVARAPU,Kamma,high
MADHAVARPU,Kamma,medium
MADHEM,Vysya,medium
MADHIPATLA,Kamma,medium
MADHIRA,Kamma,medium
MADHIRAPALLI,Kamma,low
MADHIRAPALLY,Kamma,medium
MADHUPALLI,Kamma,low
MADHURAKAVI,Brahmin,medium
MADINA,Kamma,medium
MADINENI,Kamma,medium
MADIRA,Kamma,medium
MADIRAPALLI,Kamma,low
MADIREDDY,Reddy,high
MADUPALLI,Kamma,low
MAGAM,Kamma,medium
MAGAMU,Kamma,medium
MAGANTI,Kamma,high
MAGAVORI,Kamma,medium
MAGHAM,Kapu,medium
MAGULURI,Kamma,medium
MAGULURU,Kamma,medium
MAHAMAD,Muslim,high
MAHAMKALI,Kamma,medium
MAHAMMED,Muslim,medium
MAHANKALI,Other,medium
MAHARADU,Kamma,medium
MAHAREDDI,Kamma,medium
MAHAROUTHU,Kamma,medium
MAHIRADU,Kamma,medium
MAILA,SC,medium
MAILAMURI,Kamma,medium
MAINAMPATI,Kamma,high
MAINEEDI,Kamma,medium
MAINENI,Kamma,medium
MAJETI,Kamma,medium
MAJETY,Kamma,medium
MAJJI,Kamma,medium
MAKALA,Kapu,medium
MAKAM,Kamma,medium
MAKINENI,Kamma,high
MAKINIDU,Kamma,medium
MAKIREDDY,Reddy,high
MAKKAPAATI,Kamma,medium
MAKKAPATI,Kamma,medium
MAKKE,Kapu,medium
MAKKENA,Kapu,medium
MAKKINA,Kamma,medium
MAKULURU,Kamma,medium
MALA,SC,medium
MALADI,Kamma,medium
MALAKALAPELLI,Kamma,medium
MALAKAPAURAPU,Kamma,medium
MALAKAPURAPU,Kamma,medium
MALAKONDAIAH,Kamma,medium
MALAMPATI,Kamma,high
MALAPATI,Kamma,high
MALARAPU,Kamma,medium
MALASANI,Kamma,medium
MALAVARAPU,Kamma,medium
MALAVATH,ST,high
MALAYLA,Kamma,medium
MALEMPATI,Kamma,medium
MALEPATI,Kamma,medium
MALINEDI,Kamma,medium
MALINEEDI,Kamma,medium
MALINENI,Kamma,medium
MALIREDDI,Reddy,high
MALIREDDY,Reddy,high
MALISETTI,Vysya,medium
MALISETTY,Vysya,high
MALKAPURAM,Kapu,medium
MALKAPURAPU,Kamma,medium
MALLA,SC,medium
MALLADI,Brahmin,medium
MALLAIAH,Kamma,medium
MALLAMPATI,Kamma,medium
MALLAMPELLI,Kamma,medium
MALLANTI,Kamma,medium
MALLARAPU,Kamma,medium
MALLAVALLI,Kamma,medium
MALLAVARAPU,Kamma,medium
MALLAVARPU,Kapu,medium
MALLELA,SC,medium
MALLEMALA,Reddy,high
MALLEMKONDA,Kapu,medium
MALLEMPALLI,Kamma,medium
MALLEMPATI,Kamma,medium
MALLEMPUTI,Kamma,medium
MALLEMUDI,Kamma,low
MALLENENI,Kamma,medium
MALLEPADDI,Kamma,medium
MALLEPALLI,Kamma,medium
MALLEPEDDE,Kamma,medium
MALLEPEDDI,Kamma,medium
MALLESWARAPU,Kamma,high
MALLIDI,Kamma,medium
MALLIDIPUDI,Kamma,low
MALLINA,Kamma,medium
MALLINENI,Kamma,medium
MALLINI,Kamma,medium
MALLIPEDDI,Kamma,medium
MALLIPEDDY,Kamma,medium
MALLIPUDI,Kamma,low
MALLISETTI,Vysya,high
MALLISETTY,Vysya,high
MALLU,Reddy,high
MALLUPEDDI,Kamma,medium
MALLUVALASA,Kamma,medium
MALNEDI,Kamma,medium
MALNEEDI,Kamma,medium
MALNIDI,Kamma,medium
MALYADRI,Kamma,medium
MAMIDI,Kapu,medium
MAMILLA,Kamma,medium
MAMILLAPALLI,Kamma,high
MANAM,Kapu,low
MANAMARTI,Kamma,medium
MANAVARTHI,Kamma,medium
MANCHALA,Kapu,medium
MANCHELLA,Kamma,medium
MANCHHA,Kamma,medium
MANCHIKALAPUDI,Kamma,high
MANCHIKANTI,Kamma,medium
MANCHINEELLA,Kamma,medium
MANCHINENI,Kamma,medium
MANCHINILLA,Kamma,medium
MANCHUKONDA,Kamma,medium
MANDA,Kapu,medium
MANDAA,Kamma,medium
MANDADAPU,Kamma,medium
MANDADI,Kapu,medium
MANDALA,SC,medium
MANDALAPU,Kamma,medium
MANDALAPURI,Kamma,medium
MANDALAVVU,Kamma,medium
MANDALI,Kamma,medium
MANDAMANCHI,Kamma,medium
MANDAPALLI,Kamma,medium
MANDAPALLY,Kamma,medium
MANDAPATI,Kamma,medium
MANDAPATLA,Kamma,medium
MANDARAPU,Kamma,medium
MANDARAVU,Kamma,medium
MANDATI,Kamma,medium
MANDAVA,Kamma,high
MANDAVAA,Kamma,medium
MANDAVILLI,Brahmin,medium
MANDEM,Kamma,medium
MANDEPUDI,Kamma,medium
MANDHA,Kapu,medium
MANDHAA,Kamma,medium
MANDHADAPU,Kamma,medium
MANDHADAVU,Kamma,medium
MANDHADI,Kapu,medium
MANDI,Kamma,medium
MANDIPUDI,Kamma,low
MANDLEM,Other,low
MANDRU,Kapu,medium
MANDUR,Muslim,medium
MANDUR WALA,Muslim,high
MANDURI,Kamma,medium
MANDURU,Kapu,medium
MANDUVA,Kamma,medium
MANEM,Kamma,medium
MANEPALLI,Kamma,medium
MANGALAMPATI,Kamma,medium
MANGALAPATI,Kamma,medium
MANGALAPUDI,Kamma,medium
MANGALAPURI,Kamma,medium
MANGAM,Kapu,medium
MANGAMUDI,Kamma,medium
MANGAMURI,Kamma,medium
MANGAPALLI,Kamma,low
MANGAPATI,Kamma,medium
MANGINA,Other,low
MANIKONDA,Kamma,medium
MANIMELI,Kamma,medium
MANIPATI,Other,medium
MANKENA,Kamma,medium
MANKINA,Kapu,medium
MANKINIDU,Kamma,medium
MANNAM,Kamma,medium
MANNAVA,Kamma,high
MANNE,Kapu,high
MANNEDI,Kamma,medium
MANNEKUDURU,Kamma,medium
MANNEM,Kapu,medium
MANNEMALA,Kamma,medium
MANNEMPALLI,Kamma,medium
MANNEMU,Kamma,medium
MANNEPALLI,Kapu,medium
MANNURI,Kamma,medium
MANTENA,Kamma,medium
MANTHENA,Kamma,high
MANUBOLU,Kamma,medium
MANUBOTHULA,Kapu,medium
MANUBROLU,Kamma,medium
MANUKONDA,Kapu,medium
MANYAM,Kamma,medium
MAPPANENI,Kamma,medium
MARACHU,Kapu,medium
MARADANI,SC,medium
MARAM,Kapu,medium
MARAMREDDY,Reddy,high
MARAPATI,Kamma,medium
MARASA,Kamma,medium
MARATA,Kamma,medium
MARATHI,Kamma,medium
MARATI,Kamma,medium
MARATTULA,Kamma,medium
MARAVANENI,Kamma,low
MAREDDY,Reddy,high
MAREDU,Kamma,medium
MAREEDU,SC,medium
MARELLA,Kapu,medium
MAREMALLA,Kamma,medium
MAREPALI,Kamma,medium
MARGANI,Kapu,medium
MARICHERLA,Kamma,high
MARINENI,Kamma,medium
MARISETTI,Vysya,high
MARISETTY,Vysya,high
MARIVADA,Kamma,medium
MARIYAALA,Kamma,medium
MARIYAM,Kamma,medium
MARKAPUDI,Kamma,low
MARKU,SC,medium
MARLAPATI,Kamma,medium
MARMAVULA,Kamma,medium
MARNENI,Kamma,medium
MARNI,Kapu,medium
MAROTHU,Kamma,medium
MAROTU,Kamma,high
MARPURI,Kamma,high
MARRAPU,Kamma,medium
MARREDDY,Reddy,high
MARRI,Kapu,high
MARRIPUDI,Kamma,medium
MARRIREDDY,Reddy,high
MARTHALA,Reddy,high
MARTHANDAM,Kamma,medium
MARTHI,Kamma,medium
MARTI,Kapu,medium
MARTIPALLI,Kamma,medium
MARUDHURI,Kamma,medium
MARUNEELLA,Kapu,low
MARUPUDI,Kamma,medium
MARUTLA,Kamma,medium
MASARAPU,SC,medium
MASIMUKKALA,Kapu,medium
MASTAN,Muslim,high
MATAM,SC,medium
MATAPARTI,Kamma,medium
MATHI,Kapu,medium
MATHUKUMALLI,Kamma,medium
MATHUKUMILLI,Kamma,medium
MATLURI,Kamma,medium
MATTA,Kapu,medium
MATTAM,Kamma,medium
MATTAPARTHI,Kamma,medium
MATTAPARTI,Kamma,medium
MATTE,Kapu,medium
MATTEGUNTA,Kamma,medium
MATTHINA,Kamma,medium
MATTHUKU,Kamma,medium
MATTHUKURI,Kamma,medium
MATTIGUNTA,Kapu,medium
MATTIKUTA,Kamma,medium
MATTIKUTI,Kamma,medium
MATTILA,Kamma,medium
MATTIPALLI,Kamma,low
MATTUKOYYA,Kapu,medium
MATTUPALLI,Kamma,medium
MATUKUMALLI,Kamma,medium
MAVIDI,Other,medium
MAVILLAPALLI,Kamma,low
MAVULURI,Kapu,medium
MAVULURURI,Kamma,medium
MAVURI,Kapu,medium
MEDA,SC,medium
MEDAA,Kamma,medium
MEDAALA,Kamma,medium
MEDABALIMI,SC,medium
MEDAMETLA,Kamma,medium
MEDAMPUDI,Kamma,medium
MEDAPATI,Kamma,medium
MEDAPUREDDI,Reddy,high
MEDARAMETLA,Kamma,high
MEDARAMITLA,Kamma,medium
MEDARMETLA,Kamma,medium
MEDASANI,Kamma,high
MEDEPALLI,Kamma,low
MEDHARAMETLA,Kamma,medium
MEDI,Kamma,medium
MEDICHARLA,Kamma,medium
MEDICHERLA,Kamma,medium
MEDIKONDA,Kamma,medium
MEDIKONDALA,Kamma,medium
MEDIKONDURI,Kamma,medium
MEDIKONDURU,Kamma,medium
MEDIMPUDI,Kamma,low
MEDINA,Kamma,medium
MEDIPALLI,Kamma,low
MEDISETTI,Vysya,high
MEDISETTY,Vysya,high
MEDURI,Kamma,medium
MEENAMPALLI,Kamma,medium
MEENAVALLI,Kamma,medium
MEERAVALI,Muslim,high
MEESALA,Kapu,medium
MEGHAVATH,ST,high
MEHTA,Other,high
MEKA,Kamma,high
MEKAA,Kamma,medium
MEKALA,SC,high
MEKALAMETLA,Kamma,medium
MEKAPATI,Kamma,high
MEKAPOTHULA,Kamma,medium
MEKATHOTI,Kamma,medium
MEKKINA,Kamma,medium
MELASAANI,Kamma,medium
MELLA,Kamma,medium
MELLACHERUVU,Kapu,low
MELLAM,SC,medium
MENDEM,Kapu,medium
MENDRU,SC,medium
MENIKONDA,Kamma,medium
MENNIVAARA,Kamma,medium
MERAMPALLE,Kamma,medium
MERAPPALE,Kamma,medium
MERDURI,Kamma,medium
MEREGA,SC,medium
MEREKENAPALLI,Kamma,low
MERIGA,Kapu,medium
MERIKENAPALLI,Kamma,low
MERLA,SC,medium
MERUGUMALA,Kamma,medium
METLA,Kapu,medium
METTA,Kamma,medium
METTELA,Other,low
METTI,Kamma,medium
METTIMA,Kamma,medium
METTU,SC,medium
METTUPALLI,Kamma,low
MEVULURI,Kamma,medium
MIDATANI,Kapu,low
MIKKILI,Kamma,medium
MIKKILINENI,Kamma,high
MIKKINA,Kamma,medium
MINAMALURU,Kamma,medium
MINAMPALLI,Kamma,medium
MINENI,Kamma,medium
MINNAGANTI,Kamma,medium
MINNAKANTI,Kamma,medium
MINNEKANTI,Kamma,medium
MIRAYAMPALLI,Kamma,medium
MIRIAMPALLI,Kamma,low
MIRIYALA,Kapu,medium
MIRIYAMPALLI,Kamma,low
MIRYALA,Kamma,medium
MISHRA,Brahmin,high
MITTA,Kamma,medium
MITTAPALLI,Kamma,medium
MITTHINA,Kamma,medium
MITTISALA,Kapu,medium
MITTISILA,Kapu,medium
MLLAMPATI,Kamma,medium
MOCHERLA,Kamma,medium
MODALA,SC,medium
MODALAVALASA,Other,medium
MODALI,Brahmin,medium
MODAPALLI,Kamma,medium
MODDULA,Kamma,medium
MODEPALLI,Kamma,medium
MODEPALLY,Kamma,high
MODHUKURI,Kamma,medium
MODUGULA,Kamma,medium
MODUGUMUDI,Kamma,low
MODUKURI,Kamma,medium
MOGALAPU,Kamma,medium
MOGALATHURTHY,Other,medium
MOGALI,Kamma,medium
MOGALIPULA,Kamma,medium
MOGALIPUVVU,Kamma,medium
MOGALLAPU,Kamma,medium
MOGILI,Kamma,medium
MOGILIPU,Kamma,medium
MOGILIPUVVU,Kamma,medium
MOHAMATAM,Kamma,medium
MOHAMMAD,Muslim,high
MOHAMMED,Muslim,high
MOKAMATAM,Kamma,high
MOKHAMATAM,Kamma,high
MOKKAPATI,Kamma,medium
MOLABANTI,Kapu,medium
MOLAKALA,Kamma,medium
MOLAKALAPALLI,Kamma,medium
MOLAKALAPELLI,Kamma,medium
MOLLETI,Kamma,high
MOLUGU,Kapu,medium
MONAVARTI,Kamma,medium
MONDEDDU,Reddy,high
MONDITHOKA,Kapu,medium
MONDITOKA,Kamma,medium
MONDRETI,Kamma,medium
MOPARTHI,Kamma,medium
MOPARTHY,Kamma,medium
MOPARTI,Kamma,medium
MOPARTY,Kamma,medium
MOPERLA,Kamma,medium
MOPIDEVI,Kamma,high
MOPPAVARAPU,Kamma,medium
MOPURI,Kamma,medium
MOPURU,Kamma,medium
MORABOINA,Kamma,medium
MORABOYINA,Kapu,medium
MORAMAPUDI,Kamma,medium
MORAMPUDI,Kamma,medium
MORAPAKULA,Kamma,medium
MORASU,Kamma,medium
MORAVINENI,Kamma,low
MORLA,Kapu,medium
MORPARTHY,Kamma,medium
MORUBOINA,SC,medium
MORUKURI,Kamma,medium
MOSALA,SC,medium
MOSALI,Other,medium
MOTAMARRI,Kamma,medium
MOTAMARRY,Kamma,medium
MOTAPARTHI,Kamma,medium
MOTAPARTI,Kamma,medium
MOTAPOTHU,Kamma,medium
MOTAVARTI,Kamma,medium
MOTHARAPU,Kamma,medium
MOTHKURI,Kamma,medium
MOTHRAPU,Kapu,medium
MOTHUKURI,Kamma,medium
MOTHUKURU,Kamma,medium
MOTHURI,Kamma,medium
MOTIPALLI,Kamma,medium
MOTUKURI,Kamma,medium
MOTUKURU,Kamma,medium
MOTURI,Kamma,medium
MOTURU,Kamma,medium
MOUNI,Kamma,medium
MOVVA,Kamma,high
MOVVAA,Kamma,medium
MUCHARLA,Kamma,medium
MUDALIYAR,Brahmin,medium
MUDDADA,Kamma,medium
MUDDANA,Kapu,medium
MUDDANNA,Kamma,high
MUDDAPATI,Kamma,high
MUDDAPU,Kamma,medium
MUDDHALA,Kamma,medium
MUDDHANI,Kamma,medium
MUDDHAPATI,Kamma,medium
MUDDINENI,Kamma,medium
MUDDINI,Kamma,medium
MUDDUPUKUNTA,Kamma,high
MUDHUNURI,Kamma,medium
MUDHUNURU,Kamma,medium
MUDI,Kamma,low
MUDIGARLA,Kamma,medium
MUDIGONDA,Kamma,medium
MUDIREDDY,Reddy,high
MUDIYALA,Reddy,high
MUDLURI,Kamma,medium
MUDRABOINA,Kamma,medium
MUDUNURI,Kamma,medium
MUDUNURU,Kamma,medium
MUGITHI,Kamma,medium
MUKKA,Kamma,medium
MUKKAAMALA,Kamma,medium
MUKKALA,Kapu,medium
MUKKAMALA,Kamma,high
MUKKAMALLA,Kamma,medium
MUKKAMULA,Kamma,medium
MUKKANTI,Kamma,medium
MUKKAPATI,Kamma,medium
MUKKARA,Kamma,medium
MUKKU,Kapu,medium
MUKTHINENI,Kamma,medium
MUKUNDHA,Kamma,medium
MULAGAADA,Kamma,medium
MULAGAALA,Kamma,medium
MULAGUURU,Kamma,medium
MULAKALA,Kamma,medium
MULAKALAPALLI,Kamma,low
MULANKI,Kamma,medium
MULLA,Muslim,high
MULLAGURA,Kamma,high
MULLAGURU,Kamma,medium
MULLAKURU,Kamma,medium
MULLAMUDI,Kamma,low
MULLANGI,Kamma,medium
MULLAPUDI,Kamma,high
MULLAPUTI,Kamma,medium
MULLAVURU,Kamma,medium
MULPOORI,Kamma,medium
MULPURI,Kamma,medium
MULPURU,Kamma,medium
MULPURY,Kamma,medium
MULUGURU,Kamma,medium
MULUPURI,Kamma,medium
MULUPURU,Kamma,medium
MUMMADISETTY,Vysya,high
MUMMALANENI,Kamma,medium
MUMMANA,Kamma,medium
MUMMANENI,Kamma,medium
MUMMAREDDI,Kamma,medium
MUNAGA,Kapu,medium
MUNAGADA,Kamma,medium
MUNAGALA,Kamma,medium
MUNAGANURI,Kamma,medium
MUNAGAPATI,Kamma,medium
MUNAVAT,SC,medium
MUNAVATH,ST,high
MUNAVATTU,Kapu,medium
MUNDLA,Kamma,medium
MUNDLAMURI,Kamma,high
MUNDLURU,Kamma,medium
MUNDRA,Kamma,medium
MUNDRU,Kapu,medium
MUNDU,Kamma,medium
MUNGARA,Kamma,medium
MUNIPALLE,Kamma,medium
MUNIPALLI,Kamma,low
MUNIRATNAM,Brahmin,medium
MUNNAM,Kamma,medium
MUNNANGI,Kamma,medium
MUNNAVA,Kamma,medium
MUNNURI,Kamma,medium
MUNTA,Other,medium
MUNUGOTI,Kamma,medium
MUPPA,Kapu,medium
MUPPAALA,Kamma,medium
MUPPAALLA,Kamma,medium
MUPPAANENI,Kamma,medium
MUPPAARAPU,Kamma,medium
MUPPALA,Kamma,medium
MUPPALANENI,Kamma,medium
MUPPALAPATI,Kamma,medium
MUPPALLA,Kamma,high
MUPPANA,Kamma,medium
MUPPANENI,Kamma,medium
MUPPARA,Kamma,medium
MUPPARAJU,Kamma,medium
MUPPARAPU,Kamma,medium
MUPPARI,Kapu,medium
MUPPAVARA,Kamma,high
MUPPAVARAPPU,Kamma,medium
MUPPAVARAPU,Kamma,high
MUPPAVRAPU,Kamma,medium
MUPPERA,Kapu,medium
MUPPIDI,Kamma,medium
MUPPIRI,SC,medium
MUPPIRISETTY,Vysya,high
MUPPIRISHETTI,Vysya,medium
MUPPURI,Kamma,medium
MUPPUVARAPU,Kamma,medium
MURAGONDA,Kamma,medium
MURAKONDA,Kapu,medium
MURAKONDAM,Kamma,medium
MURALA,Kapu,medium
MURIGONDA,Kamma,medium
MURIKINATI,Kapu,medium
MURIKIPUDI,Kamma,medium
MURKONDA,Kamma,medium
MURTHINENI,Kamma,medium
MURTHODI,Kamma,medium
MURTY,Brahmin,high
MURUGONDAM,Kamma,medium
MURUGUDU,Kapu,medium
MURUGULA,Kamma,medium
MURUKONDA,Kamma,medium
MURUKUTLA,Kamma,medium
MURUMUDI,Kamma,low
MUSALLA,Muslim,high
MUSULURI,Kamma,medium
MUSUNOORI,Kamma,medium
MUSUNURI,Kamma,high
MUSUNURU,Kamma,high
MUSYAM,SC,medium
MUTHALURU,Kamma,medium
MUTHARAPU,Kamma,medium
MUTHAVARAPU,Kamma,high
MUTHAYALA,Kamma,high
MUTHINENI,Kamma,medium
MUTHUNENI,Kamma,low
MUTHYALA,Kamma,medium
MUTHYAM,Kapu,medium
MUTLURI,Kamma,medium
MUTTA,Reddy,medium
MUTTAVARAPU,Kamma,high
MUTTAVARUPU,Kamma,high
MUTTHA,Kamma,medium
MUTTHINEDI,Kamma,medium
MUTTHINENI,Kamma,medium
MUTTHINI,Kamma,medium
MUTTHINIDU,Kamma,medium
MUTTHINNI,Kamma,medium
MUTTHIRANI,Kamma,medium
MUTTHU,Kamma,medium
MUTTHUKURU,Kamma,medium
MUTTHUMU,Kamma,medium
MUTTINENI,Kamma,medium
MUTTIREDDY,Reddy,high
MUTTULURU,Kamma,medium
MUTUKURI,Kamma,high
MUTYALA,Kamma,medium
MUTYAMSETTY,Vysya,high
MUVVA,Kamma,high
MUVVAA,Kamma,medium
MUVVALA,Kamma,medium
MYLA,SC,medium
MYLAVARAPU,Kapu,medium
MYLETI,Kamma,medium
MYNAMPATI,Kamma,medium
MYNEDI,Kamma,medium
MYNENI,Kamma,high
NAAYUDU,Kapu,medium
NACHIREDDI,Reddy,high
NADAKUDITI,Kamma,medium
NADALLA,Kamma,medium
